Order Date,Segment,Country,City,State,Region,Product ID,Category,Product Name,Sales,Quantity,Discount,Profit
2016-06-17,Consumer,United States,Troy,New York,East,OFF-ST-10000604,Office Supplies,Home/Office Personal File Carts,208.56,6,0.0,52.14
2016-06-17,Consumer,United States,Troy,New York,East,OFF-PA-10001569,Office Supplies,Xerox 232,32.4,5,0.0,15.552
2016-06-17,Consumer,United States,Troy,New York,East,FUR-CH-10003968,Furniture,Novimex Turbo Task Chair,319.41,5,0.1,7.098
2016-06-17,Consumer,United States,Troy,New York,East,OFF-PA-10000587,Office Supplies,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.989
2016-06-17,Consumer,United States,Troy,New York,East,TEC-AC-10002167,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3
2016-06-17,Consumer,United States,Troy,New York,East,OFF-BI-10001460,Office Supplies,Plastic Binding Combs,48.48,4,0.2,16.362
2016-06-17,Consumer,United States,Troy,New York,East,OFF-AR-10001868,Office Supplies,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84
2015-11-24,Consumer,United States,Los Angeles,California,West,TEC-AC-10004633,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.151
2015-11-24,Consumer,United States,Los Angeles,California,West,OFF-BI-10001078,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.361
2015-11-24,Consumer,United States,Los Angeles,California,West,OFF-PA-10003892,Office Supplies,Xerox 1943,146.73,3,0.0,68.963
2015-11-24,Consumer,United States,Los Angeles,California,West,FUR-FU-10000397,Furniture,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.333
2015-04-30,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.223
2014-12-05,Corporate,United States,Gilbert,Arizona,West,OFF-AR-10002671,Office Supplies,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.302
2014-12-05,Corporate,United States,Gilbert,Arizona,West,TEC-PH-10002726,Technology,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
2016-06-04,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.664
2016-09-18,Consumer,United States,New York City,New York,East,OFF-BI-10004654,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731
2017-09-14,Consumer,United States,Jackson,Michigan,Central,OFF-PA-10004675,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763
2015-04-26,Consumer,United States,Memphis,Tennessee,South,FUR-CH-10000513,Furniture,High-Back Leather Manager's Chair,831.936,8,0.2,-114.391
2015-04-26,Consumer,United States,Memphis,Tennessee,South,FUR-FU-10003708,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
2015-04-26,Consumer,United States,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196
2017-12-09,Corporate,United States,Houston,Texas,Central,OFF-BI-10004182,Office Supplies,Economy Binders,1.248,3,0.8,-1.934
2017-12-09,Corporate,United States,Houston,Texas,Central,FUR-FU-10000260,Furniture,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.825
2017-12-09,Corporate,United States,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724
2014-11-26,Consumer,United States,Houston,Texas,Central,FUR-FU-10003194,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
2016-06-12,Corporate,United States,Decatur,Alabama,South,OFF-AP-10002118,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.203
2016-06-12,Corporate,United States,Decatur,Alabama,South,OFF-BI-10002309,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,8.035
2014-10-12,Consumer,United States,San Francisco,California,West,OFF-AR-10002053,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172
2014-10-12,Consumer,United States,San Francisco,California,West,OFF-ST-10002370,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.203
2015-09-03,Corporate,United States,Durham,North Carolina,South,OFF-EN-10000927,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.808
2017-11-13,Home Office,United States,Chicago,Illinois,Central,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,230.376,3,0.2,-48.955
2017-05-28,Consumer,United States,Columbia,South Carolina,South,FUR-CH-10000863,Furniture,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.216
2017-10-26,Consumer,United States,Rochester,Minnesota,Central,TEC-AC-10001998,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.797
2017-10-26,Consumer,United States,Rochester,Minnesota,Central,OFF-LA-10000134,Office Supplies,Avery 511,6.16,2,0.0,2.957
2016-04-05,Home Office,United States,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Eldon Portable Mobile Manager,158.368,7,0.2,13.857
2016-09-17,Corporate,United States,Los Angeles,California,West,OFF-AR-10004930,Office Supplies,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633
2016-09-17,Corporate,United States,Los Angeles,California,West,TEC-PH-10004093,Technology,Panasonic Kx-TS550,73.584,2,0.2,8.278
2016-09-17,Corporate,United States,Los Angeles,California,West,OFF-PA-10000304,Office Supplies,Xerox 1995,6.48,1,0.0,3.11
2015-01-31,Consumer,United States,Minneapolis,Minnesota,Central,OFF-PA-10003177,Office Supplies,Xerox 1999,12.96,2,0.0,6.221
2015-01-31,Consumer,United States,Minneapolis,Minnesota,Central,FUR-FU-10003799,Furniture,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.535
2015-01-31,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,32.96,2,0.0,16.15
2017-11-06,Home Office,United States,Portland,Oregon,West,OFF-BI-10004738,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788
2017-11-09,Home Office,United States,New York City,New York,East,FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.543
2017-06-17,Consumer,United States,San Francisco,California,West,OFF-BI-10001721,Office Supplies,Trimflex Flexible Post Binders,51.312,3,0.2,17.959
2016-09-06,Corporate,United States,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.585
2016-08-29,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10003256,Office Supplies,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.618
2016-08-29,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10001767,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.797
2016-08-29,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.04
2016-12-01,Consumer,United States,Rochester,Minnesota,Central,OFF-PA-10004040,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.721
2015-11-13,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001552,Technology,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.876
2015-11-13,Consumer,United States,Aurora,Colorado,West,FUR-FU-10004006,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.839
2015-11-13,Consumer,United States,Aurora,Colorado,West,OFF-BI-10002794,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.817
2017-11-23,Consumer,United States,Charlotte,North Carolina,South,TEC-AC-10003499,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.602
2017-11-23,Consumer,United States,Charlotte,North Carolina,South,TEC-PH-10002844,Technology,Speck Products Candyshell Flip Case,27.992,1,0.2,2.099
2017-11-23,Consumer,United States,Charlotte,North Carolina,South,OFF-AR-10000390,Office Supplies,Newell Chalk Holder,3.304,1,0.2,1.074
2015-10-15,Home Office,United States,Orland Park,Illinois,Central,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992
2017-12-25,Corporate,United States,New York City,New York,East,FUR-FU-10001934,Furniture,Magnifier Swing Arm Lamp,41.96,2,0.0,10.91
2016-11-03,Consumer,United States,Urbandale,Iowa,Central,OFF-AR-10000380,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0.0,22.788
2016-11-03,Consumer,United States,Urbandale,Iowa,Central,OFF-BI-10003981,Office Supplies,"Avery Durable Plastic 1"" Binders",27.24,6,0.0,13.348
2014-08-25,Consumer,United States,Columbus,Ohio,East,OFF-FA-10000621,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.535
2014-08-25,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002600,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
2014-08-25,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004965,Office Supplies,Xerox 1921,23.976,3,0.2,7.493
2014-08-25,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002504,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.032
2015-03-02,Consumer,United States,Seattle,Washington,West,FUR-TA-10001768,Furniture,Hon Racetrack Conference Tables,787.53,3,0.0,165.381
2015-04-05,Corporate,United States,Bristol,Tennessee,South,OFF-BI-10003650,Office Supplies,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.716
2016-06-12,Consumer,United States,Wilmington,Delaware,East,FUR-FU-10002157,Furniture,Artistic Insta-Plaque,47.04,3,0.0,18.346
2016-06-12,Consumer,United States,Wilmington,Delaware,East,OFF-BI-10003910,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.878
2016-06-12,Consumer,United States,Wilmington,Delaware,East,OFF-ST-10000777,Office Supplies,"Companion Letter/Legal File, Black",226.56,6,0.0,63.437
2016-06-12,Consumer,United States,Wilmington,Delaware,East,OFF-EN-10002500,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.759
2016-06-12,Consumer,United States,Wilmington,Delaware,East,TEC-PH-10003875,Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0.0,19.732
2014-12-26,Home Office,United States,Houston,Texas,Central,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.579
2014-09-20,Consumer,United States,Bloomington,Illinois,Central,FUR-TA-10004534,Furniture,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682
2017-11-05,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10003274,Office Supplies,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.831
2017-11-05,Consumer,United States,Phoenix,Arizona,West,OFF-ST-10002974,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
2016-11-06,Home Office,United States,Los Angeles,California,West,FUR-CH-10001146,Furniture,"Global Task Chair, Black",81.424,2,0.2,-9.16
2016-11-06,Home Office,United States,Los Angeles,California,West,FUR-FU-10003773,Furniture,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0.0,26.242
2017-02-02,Corporate,United States,Columbus,Ohio,East,TEC-PH-10002293,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994
2017-02-02,Corporate,United States,Columbus,Ohio,East,OFF-PA-10002377,Office Supplies,Xerox 1916,78.304,2,0.2,29.364
2017-02-02,Corporate,United States,Columbus,Ohio,East,OFF-FA-10002780,Office Supplies,Staples,21.456,9,0.2,6.973
2016-10-13,Consumer,United States,Roseville,California,West,OFF-PA-10001804,Office Supplies,Xerox 195,20.04,3,0.0,9.619
2016-10-13,Consumer,United States,Roseville,California,West,OFF-PA-10001736,Office Supplies,Xerox 1880,35.44,1,0.0,16.657
2016-10-13,Consumer,United States,Roseville,California,West,OFF-AR-10001149,Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0.0,3.456
2016-10-13,Consumer,United States,Roseville,California,West,OFF-FA-10002988,Office Supplies,Ideal Clamps,4.02,2,0.0,1.97
2016-10-13,Consumer,United States,Roseville,California,West,OFF-BI-10004781,Office Supplies,GBC Wire Binding Strips,76.176,3,0.2,26.662
2016-10-13,Consumer,United States,Roseville,California,West,OFF-SU-10001218,Office Supplies,Fiskars Softgrip Scissors,65.88,6,0.0,18.446
2016-10-13,Consumer,United States,Roseville,California,West,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,43.12,14,0.0,20.698
2016-09-05,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
2017-09-18,Corporate,United States,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Newell 343,8.82,3,0.0,2.381
2017-09-18,Corporate,United States,San Francisco,California,West,OFF-EN-10004030,Office Supplies,Convenience Packs of Business Envelopes,10.86,3,0.0,5.104
2017-09-18,Corporate,United States,San Francisco,California,West,OFF-PA-10004327,Office Supplies,Xerox 1911,143.7,3,0.0,68.976
2017-12-22,Consumer,United States,Independence,Missouri,Central,OFF-AP-10001058,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0.0,218.252
2015-09-07,Consumer,United States,Pasadena,California,West,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,671.93,7,0.0,20.158
2014-10-22,Home Office,United States,Newark,Ohio,East,FUR-FU-10000521,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.91
2016-12-05,Corporate,United States,Franklin,Wisconsin,Central,TEC-PH-10000215,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11,0.0,103.802
2016-12-05,Corporate,United States,Franklin,Wisconsin,Central,TEC-PH-10001448,Technology,Anker Astro 15000mAh USB Portable Charger,149.97,3,0.0,5.999
2016-12-05,Corporate,United States,Franklin,Wisconsin,Central,FUR-CH-10000454,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.552
2016-12-05,Corporate,United States,Franklin,Wisconsin,Central,OFF-BI-10002735,Office Supplies,GBC Prestige Therm-A-Bind Covers,171.55,5,0.0,80.629
2016-03-13,Home Office,United States,Scottsdale,Arizona,West,OFF-AP-10000326,Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766
2016-03-13,Home Office,United States,Scottsdale,Arizona,West,TEC-PH-10001254,Technology,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,0.2,15.239
2015-05-31,Corporate,United States,San Jose,California,West,OFF-PA-10001950,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0.0,26.271
2015-05-31,Corporate,United States,San Jose,California,West,OFF-PA-10002254,Office Supplies,Xerox 1883,105.52,4,0.0,48.539
2015-05-31,Corporate,United States,San Jose,California,West,OFF-ST-10001590,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,0.0,21.029
2015-05-28,Home Office,United States,Seattle,Washington,West,OFF-AR-10001547,Office Supplies,Newell 311,6.63,3,0.0,1.79
2014-03-01,Consumer,United States,Seattle,Washington,West,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.476
2016-11-20,Consumer,United States,Edmond,Oklahoma,Central,OFF-LA-10002475,Office Supplies,Avery 519,14.62,2,0.0,6.871
2016-11-20,Consumer,United States,Edmond,Oklahoma,Central,TEC-PH-10004536,Technology,Avaya 5420 Digital phone,944.93,7,0.0,236.233
2016-05-11,Consumer,United States,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Xerox 1920,5.98,1,0.0,2.691
2015-12-28,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003657,Technology,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.36
2016-11-16,Consumer,United States,Carlsbad,New Mexico,West,OFF-EN-10001990,Office Supplies,Staple envelope,28.4,5,0.0,13.348
2016-11-07,Consumer,United States,Seattle,Washington,West,OFF-BI-10004002,Office Supplies,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688
2014-09-08,Consumer,United States,San Antonio,Texas,Central,OFF-AR-10004441,Office Supplies,BIC Brite Liner Highlighters,9.936,3,0.2,2.732
2014-09-08,Consumer,United States,San Antonio,Texas,Central,TEC-MA-10000822,Technology,Lexmark MX611dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992
2014-09-08,Consumer,United States,San Antonio,Texas,Central,OFF-ST-10000991,Office Supplies,Space Solutions HD Industrial Steel Shelving.,275.928,3,0.2,-58.635
2014-09-08,Consumer,United States,San Antonio,Texas,Central,FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858
2014-09-08,Consumer,United States,San Antonio,Texas,Central,OFF-AR-10002656,Office Supplies,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.814
2014-09-08,Consumer,United States,San Antonio,Texas,Central,OFF-AP-10002518,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,177.98,5,0.8,-453.849
2014-09-08,Consumer,United States,San Antonio,Texas,Central,TEC-PH-10003931,Technology,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.999
2014-08-05,Consumer,United States,Los Angeles,California,West,OFF-PA-10000659,Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",20.94,3,0.0,9.842
